PB.2716.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.2739.3	0	0	1.08333333333	0.0	0.0	1.88805736906e-06
PB.2730.1	24	65	70.0	4.18277324838e-05	0.000113283442144	0.000121997553078
PB.2612.3	1	1	5.20833333333	1.74282218682e-06	1.74282218682e-06	9.07719888971e-06
PB.2750.2	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.2717.2	4	6	10.0	6.97128874729e-06	1.04569331209e-05	1.74282218682e-05
PB.2766.1	0	2	2	0.0	3.48564437365e-06	3.48564437365e-06
PB.2697.1	3	9	9	5.22846656047e-06	1.56853996814e-05	1.56853996814e-05
PB.2798.1	7	14	14	1.21997553078e-05	2.43995106155e-05	2.43995106155e-05
PB.2853.14	0	0	4.11071428571	0.0	0.0	7.16424406084e-06
PB.2644.3	0	0	0.833333333333	0.0	0.0	1.45235182235e-06
PB.2632.1	24	47	47.3333333333	4.18277324838e-05	8.19126427807e-05	8.24935835096e-05
PB.2856.1	1	4	4	1.74282218682e-06	6.97128874729e-06	6.97128874729e-06
PB.2744.2	8	10	17.5	1.39425774946e-05	1.74282218682e-05	3.04993882694e-05
PB.2610.4	0	1	1.74285714286	0.0	1.74282218682e-06	3.03749009704e-06
PB.2610.3	1	1	2.0	1.74282218682e-06	1.74282218682e-06	3.48564437365e-06
PB.2744.1	45	68	76.5	7.84269984071e-05	0.000118511908704	0.000133325897292
PB.2618.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.2618.2	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.2765.1	3	7	7	5.22846656047e-06	1.21997553078e-05	1.21997553078e-05
PB.2853.16	2	2	3.33333333333	3.48564437365e-06	3.48564437365e-06	5.80940728941e-06
PB.2705.11	2	2	2.83571428571	3.48564437365e-06	3.48564437365e-06	4.94214577264e-06
PB.2771.1	1	1	2.0	1.74282218682e-06	1.74282218682e-06	3.48564437365e-06
PB.2812.1	11	17	19.0	1.91710440551e-05	2.9627977176e-05	3.31136215496e-05
PB.2812.2	0	3	5.0	0.0	5.22846656047e-06	8.71411093412e-06
PB.2655.5	0	0	0.733333333333	0.0	0.0	1.27806960367e-06
PB.2853.12	0	0	2.23015873016	0.0	0.0	3.88677011506e-06
PB.2610.2	0	0	1.0	0.0	0.0	1.74282218682e-06
PB.2613.2	1	1	1.33333333333	1.74282218682e-06	1.74282218682e-06	2.32376291576e-06
PB.2613.1	8	8	10.5	1.39425774946e-05	1.39425774946e-05	1.82996329616e-05
PB.2778.8	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.2677.1	10	12	12	1.74282218682e-05	2.09138662419e-05	2.09138662419e-05
PB.2677.2	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2734.2	0	0	0.5	0.0	0.0	8.71411093412e-07
PB.2734.1	7	11	12.0	1.21997553078e-05	1.91710440551e-05	2.09138662419e-05
PB.2714.1	2	3	3	3.48564437365e-06	5.22846656047e-06	5.22846656047e-06
PB.2825.2	3	4	4.58333333333	5.22846656047e-06	6.97128874729e-06	7.98793502294e-06
PB.2825.1	0	0	1.58333333333	0.0	0.0	2.75946846247e-06
PB.2746.1	0	0	0.333333333333	0.0	0.0	5.80940728941e-07
PB.2782.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2745.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2668.1	9	14	18.5	1.56853996814e-05	2.43995106155e-05	3.22422104562e-05
PB.2668.2	1	1	5.5	1.74282218682e-06	1.74282218682e-06	9.58552202753e-06
PB.2636.1	0	3	3	0.0	5.22846656047e-06	5.22846656047e-06
PB.2636.2	2	2	2	3.48564437365e-06	3.48564437365e-06	3.48564437365e-06
PB.2761.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.2672.1	1	3	6.5	1.74282218682e-06	5.22846656047e-06	1.13283442144e-05
PB.2667.3	7	7	9.0	1.21997553078e-05	1.21997553078e-05	1.56853996814e-05
PB.2643.1	12	16	20.3	2.09138662419e-05	2.78851549892e-05	3.53792903925e-05
PB.2643.3	3	3	4.55	5.22846656047e-06	5.22846656047e-06	7.92984095005e-06
PB.2643.4	0	0	2.96666666667	0.0	0.0	5.17037248758e-06
PB.2849.1	0	43	70.0	0.0	7.49413540334e-05	0.000121997553078
PB.2635.1	3	6	6	5.22846656047e-06	1.04569331209e-05	1.04569331209e-05
PB.2710.1	0	2	2	0.0	3.48564437365e-06	3.48564437365e-06
PB.2700.1	1	1	1	1.74282218682e-06	1.74282218682e-06	1.74282218682e-06
PB.2815.1	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.2829.2	2	2	3.0	3.48564437365e-06	3.48564437365e-06	5.22846656047e-06
PB.2829.1	8	9	10.0	1.39425774946e-05	1.56853996814e-05	1.74282218682e-05
PB.2809.1	5	8	9.0	8.71411093412e-06	1.39425774946e-05	1.56853996814e-05
PB.2778.7	0	0	0.333333333333	0.0	0.0	5.80940728941e-07
PB.2778.4	1	1	1.83333333333	1.74282218682e-06	1.74282218682e-06	3.19517400918e-06
PB.2778.3	0	1	1	0.0	1.74282218682e-06	1.74282218682e-06
PB.2778.2	1	2	2	1.74282218682e-06	3.48564437365e-06	3.48564437365e-06
PB.2598.1	3	7	7	5.22846656047e-06	1.21997553078e-05	1.21997553078e-05
PB.2671.1	2	3	3	3.48564437365e-06	5.22846656047e-06	5.22846656047e-06
PB.2665.1	4	8	10.3333333333	6.97128874729e-06	1.39425774946e-05	1.80091625972e-05
PB.2788.2	1	1	2.33333333333	1.74282218682e-06	1.74282218682e-06	4.06658510259e-06
PB.2665.2	1	1	3.33333333333	1.74282218682e-06	1.74282218682e-06	5.80940728941e-06
PB.2731.1	1	6	10.5	1.74282218682e-06	1.04569331209e-05	1.82996329616e-05
PB.2670.1	9	10	10	1.56853996814e-05	1.74282218682e-05	1.74282218682e-05
PB.2696.2	0	9	9.83333333333	0.0	1.56853996814e-05	1.71377515038e-05
PB.2696.3	0	0	2.33333333333	0.0	0.0	4.06658510259e-06
PB.2696.1	11	16	18.8333333333	1.91710440551e-05	2.78851549892e-05	3.28231511852e-05
PB.2799.1	2	2	4.7	3.48564437365e-06	3.48564437365e-06	8.19126427807e-06
PB.2645.2	0	0	1.0	0.0	0.0	1.74282218682e-06
PB.2645.1	7	11	12.0	1.21997553078e-05	1.91710440551e-05	2.09138662419e-05
PB.2811.1	3	5	5	5.22846656047e-06	8.71411093412e-06	8.71411093412e-06
