PB.2612.6	0	0	0.741666666667	0.0	0.0	1.51052889557e-06
PB.2612.4	15	30	35.2416666667	3.0550022607e-05	6.1100045214e-05	7.17755808917e-05
PB.2730.1	16	44	46.0	3.25866907808e-05	8.96133996472e-05	9.36867359949e-05
PB.2612.3	0	0	2.60833333333	0.0	0.0	5.31230948666e-06
PB.2658.1	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.2750.2	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.2671.1	1	2	2	2.0366681738e-06	4.0733363476e-06	4.0733363476e-06
PB.2717.2	0	0	1.0	0.0	0.0	2.0366681738e-06
PB.2643.6	0	0	1.23333333333	0.0	0.0	2.51189074769e-06
PB.2697.1	0	4	4	0.0	8.1466726952e-06	8.1466726952e-06
PB.2798.1	5	13	13	1.0183340869e-05	2.64766862594e-05	2.64766862594e-05
PB.2853.14	0	0	0.827380952381	0.0	0.0	1.68510045332e-06
PB.2601.1	0	3	3	0.0	6.1100045214e-06	6.1100045214e-06
PB.2644.3	1	1	1.5	2.0366681738e-06	2.0366681738e-06	3.0550022607e-06
PB.2644.2	0	0	0.5	0.0	0.0	1.0183340869e-06
PB.2632.1	11	17	17	2.24033499118e-05	3.46233589546e-05	3.46233589546e-05
PB.2744.2	0	0	1.5	0.0	0.0	3.0550022607e-06
PB.2744.3	0	0	0.666666666667	0.0	0.0	1.35777878253e-06
PB.2610.4	0	0	1.11666666667	0.0	0.0	2.27427946074e-06
PB.2610.3	0	1	1.5	0.0	2.0366681738e-06	3.0550022607e-06
PB.2744.1	5	6	7.5	1.0183340869e-05	1.22200090428e-05	1.52750113035e-05
PB.2618.2	2	3	3	4.0733363476e-06	6.1100045214e-06	6.1100045214e-06
PB.2765.1	1	3	3	2.0366681738e-06	6.1100045214e-06	6.1100045214e-06
PB.2853.17	1	1	2.0	2.0366681738e-06	2.0366681738e-06	4.0733363476e-06
PB.2853.12	0	0	0.22619047619	0.0	0.0	4.60674944074e-07
PB.2812.1	8	15	20.0	1.62933453904e-05	3.0550022607e-05	4.0733363476e-05
PB.2812.2	1	2	7.0	2.0366681738e-06	4.0733363476e-06	1.42566772166e-05
