PB.2694.1	1	3	3	2.78657872224e-06	8.35973616673e-06	8.35973616673e-06
PB.2716.2	1	2	3.0	2.78657872224e-06	5.57315744448e-06	8.35973616673e-06
PB.2612.6	0	0	0.767857142857	0.0	0.0	2.13969437601e-06
PB.2730.1	27	67	69.5	7.52376255005e-05	0.00018670077439	0.000193667221196
PB.2786.4	0	0	0.25	0.0	0.0	6.96644680561e-07
PB.2612.3	0	0	4.18452380952	0.0	0.0	1.16605050103e-05
PB.2612.1	1	3	7.54404761905	2.78657872224e-06	8.35973616673e-06	2.10220825748e-05
PB.2717.3	0	0	1.33333333333	0.0	0.0	3.71543829632e-06
PB.2643.6	0	0	0.783333333333	0.0	0.0	2.18281999909e-06
PB.2665.3	0	1	1	0.0	2.78657872224e-06	2.78657872224e-06
PB.2697.1	0	4	4	0.0	1.1146314889e-05	1.1146314889e-05
PB.2798.1	3	15	15	8.35973616673e-06	4.17986808336e-05	4.17986808336e-05
PB.2644.3	0	0	0.833333333333	0.0	0.0	2.3221489352e-06
PB.2644.2	0	0	0.333333333333	0.0	0.0	9.28859574081e-07
PB.2644.1	2	2	2.83333333333	5.57315744448e-06	5.57315744448e-06	7.89530637969e-06
PB.2632.1	15	30	30	4.17986808336e-05	8.35973616673e-05	8.35973616673e-05
PB.2744.3	0	0	1.5	0.0	0.0	4.17986808336e-06
PB.2610.4	0	0	0.25	0.0	0.0	6.96644680561e-07
PB.2610.1	6	6	7.0	1.67194723335e-05	1.67194723335e-05	1.95060510557e-05
PB.2610.2	0	0	1.0	0.0	0.0	2.78657872224e-06
PB.2610.3	0	0	1.0	0.0	0.0	2.78657872224e-06
PB.2744.1	33	49	59.5	9.1957097834e-05	0.00013654235739	0.000165801433973
PB.2618.1	0	0	0.5	0.0	0.0	1.39328936112e-06
PB.2618.2	2	2	2.5	5.57315744448e-06	5.57315744448e-06	6.96644680561e-06
PB.2765.1	0	7	7.5	0.0	1.95060510557e-05	2.08993404168e-05
PB.2853.16	0	0	1.58333333333	0.0	0.0	4.41208297688e-06
PB.2705.11	1	1	2.15	2.78657872224e-06	2.78657872224e-06	5.99114425282e-06
PB.2853.12	2	2	5.1369047619	5.57315744448e-06	5.57315744448e-06	1.43143895077e-05
PB.2771.1	1	1	1.5	2.78657872224e-06	2.78657872224e-06	4.17986808336e-06
PB.2812.1	10	17	24.5	2.78657872224e-05	4.73718382781e-05	6.82711786949e-05
PB.2812.2	0	1	7.5	0.0	2.78657872224e-06	2.08993404168e-05
PB.2845.1	1	1	1	2.78657872224e-06	2.78657872224e-06	2.78657872224e-06
PB.2613.2	0	0	0.142857142857	0.0	0.0	3.98082674606e-07
PB.2613.1	9	10	10.5	2.50792085002e-05	2.78657872224e-05	2.92590765835e-05
PB.2778.8	0	0	0.866666666667	0.0	0.0	2.41503489261e-06
PB.2677.1	4	4	4	1.1146314889e-05	1.1146314889e-05	1.1146314889e-05
PB.2677.2	1	1	1	2.78657872224e-06	2.78657872224e-06	2.78657872224e-06
PB.2734.2	1	3	4.16666666667	2.78657872224e-06	8.35973616673e-06	1.1610744676e-05
PB.2734.1	19	36	38.6666666667	5.29449957226e-05	0.000100316834001	0.000107747710593
PB.2714.1	1	2	2	2.78657872224e-06	5.57315744448e-06	5.57315744448e-06
PB.2825.3	1	1	2.0	2.78657872224e-06	2.78657872224e-06	5.57315744448e-06
PB.2825.1	3	4	5.0	8.35973616673e-06	1.1146314889e-05	1.39328936112e-05
PB.2718.2	0	0	1.5	0.0	0.0	4.17986808336e-06
PB.2653.10	0	1	2.5	0.0	2.78657872224e-06	6.96644680561e-06
PB.2782.1	1	3	3	2.78657872224e-06	8.35973616673e-06	8.35973616673e-06
PB.2668.1	5	10	13.0	1.39328936112e-05	2.78657872224e-05	3.62255233891e-05
PB.2668.2	0	0	3.0	0.0	0.0	8.35973616673e-06
PB.2636.1	0	1	1	0.0	2.78657872224e-06	2.78657872224e-06
PB.2652.1	3	7	9.25	8.35973616673e-06	1.95060510557e-05	2.57758531807e-05
PB.2761.1	1	1	1	2.78657872224e-06	2.78657872224e-06	2.78657872224e-06
PB.2749.1	0	1	1	0.0	2.78657872224e-06	2.78657872224e-06
PB.2667.2	0	1	2.0	0.0	2.78657872224e-06	5.57315744448e-06
PB.2667.3	1	2	3.5	2.78657872224e-06	5.57315744448e-06	9.75302552785e-06
PB.2643.1	6	8	9.86666666667	1.67194723335e-05	2.22926297779e-05	2.74942433928e-05
PB.2849.1	2	19	41.5	5.57315744448e-06	5.29449957226e-05	0.000115643016973
PB.2757.1	1	2	2	2.78657872224e-06	5.57315744448e-06	5.57315744448e-06
PB.2689.4	0	0	2.5	0.0	0.0	6.96644680561e-06
PB.2635.1	3	14	14	8.35973616673e-06	3.90121021114e-05	3.90121021114e-05
PB.2607.2	0	1	1	0.0	2.78657872224e-06	2.78657872224e-06
PB.2710.1	0	5	5	0.0	1.39328936112e-05	1.39328936112e-05
PB.2700.1	0	4	4	0.0	1.1146314889e-05	1.1146314889e-05
